name,calories,protein,totalCarbohydrates,sugars,dietaryFibers,totalFat,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,cholestrol,vitaminA,vitaminC,vitaminD,calcium,iron,potassium,sodium
"Applesauce with bananas, baby food, strained",66,0.37,16.16,4.35,1.6,0.1,0.04,0.01,0.05,0,0,17.3,0,5,0.24,131,3
"Applesauce with bananas, baby food, junior",66,0.37,16.16,4.35,1.6,0.1,0.04,0.01,0.05,0,0,17.3,0,5,0.24,131,3
"Applesauce with cherries, baby food, strained",51,0,14.1,10.81,1.1,0,0,0,0,0,2,42.8,0,1,0.3,132,1
"Applesauce with cherries, baby food, junior",51,0,14.1,10.61,1.1,0,0,0,0,0,2,42.8,0,1,0.3,132,1
"Applesauce with cherries, baby food, NS as to strained or junior",51,0,14.1,10.71,1.1,0,0,0,0,0,2,42.8,0,1,0.3,132,1
"Bananas, baby food, strained",91,1,21.34,11.36,1.6,0.2,0.072,0.028,0.041,0,0,21.9,0,4,0.3,290,2
"Bananas with apples and pears, baby food, strained",83,0.9,19.31,12.76,1.4,0.22,0.106,0.028,0.085,0,3,13.9,0,5,0.3,233,2
"Bananas with orange, baby food, strained",69,1.06,20.41,14.27,2.1,0,0,0,0,0,28,24.5,0,0,0.23,265,10
"Banana with mixed berries, baby food, strained",92,1.01,21.31,15,1,0.36,0.081,0.036,0.123,0,3,18.2,0,0,0,283,0
"Peaches, baby food, NS as to strained or junior",65,0.94,14.48,11.5,1.3,0.33,0.02,0.01,0.04,0,34,46.1,0,4,0.23,195,4
"Peaches, baby food, strained",65,0.94,14.48,11.5,1.3,0.33,0.02,0.01,0.04,0,34,46.1,0,4,0.23,195,4
"Peaches, baby food, junior",65,0.94,14.48,11.5,1.3,0.33,0.02,0.01,0.04,0,34,46.1,0,4,0.23,195,4
"Peaches, baby food, toddler",51,0.5,11.8,9.49,0.8,0.2,0.016,0.046,0.078,0,7,31.3,0,6,0.2,83,9
"Pears, baby food, NS as to strained or junior",43,0.3,11.2,7.16,2.8,0.15,0.009,0.032,0.034,0,1,23.2,0,8,0.24,122,1
"Pears, baby food, strained",42,0.3,10.8,6.98,2.8,0.2,0.012,0.042,0.046,0,1,24.5,0,8,0.24,130,1
"Pears, baby food, junior",44,0.3,11.6,7.34,2.8,0.1,0.006,0.021,0.023,0,1,22,0,8,0.25,115,1
"Pears, baby food, toddler",57,0.3,13.6,8.66,1.2,0.1,0.01,0.043,0.046,0,1,31.3,0,10,0.2,51,6
"Prunes, baby food, strained",100,1,23.52,14.28,2.7,0.2,0.02,0.13,0.04,0,3,1.3,0,21,0.4,306,1
"Apples and pears, baby food, NS as to strained or junior",41,0.2,10.88,8.17,2.2,0.12,0.012,0.018,0.031,0,1,30.6,0,6,0.23,98,1
"Apples and pears, baby food, strained",42,0.25,10.8,8.43,2.2,0.2,0.022,0.025,0.051,0,1,31.4,0,6,0.23,100,0
"Apples and pears, baby food, junior",40,0.15,10.95,7.91,2.2,0.05,0.003,0.01,0.012,0,0,29.9,0,6,0.24,96,1
"Pears and pineapple, baby food, NS as to strained or junior",42,0.3,11.15,7.58,2.6,0.15,0.01,0.024,0.044,0,2,22.2,0,10,0.23,117,0
"Pears and pineapple, baby food, strained",41,0.3,10.9,7.79,2.6,0.1,0.007,0.016,0.029,0,1,27.5,0,10,0.25,116,0
"Pears and pineapple, baby food, junior",44,0.3,11.4,7.36,2.6,0.2,0.013,0.031,0.058,0,2,16.8,0,10,0.21,118,0
"Apple juice, baby food",47,0,11.7,10.7,0.1,0.1,0.018,0.002,0.031,0,1,57.9,0,4,0.57,91,8
"Apple juice, with added calcium, baby food",46,0.06,11.1,9,0.4,0.1,0.018,0.005,0.032,0,0,21.2,0,127,0.2,92,3
"Apple-fruit juice blend, baby food",72,0.2,18.1,10.58,0.1,0.1,0.018,0.006,0.031,0,1,67.5,0,9,0.95,148,8
"Apple-banana juice, baby food",51,0.2,12.3,11,0.2,0.1,0.018,0.004,0.034,0,0,27.9,0,7,0.2,123,4
"Apple-cherry juice, baby food",47,0.2,11.2,10.5,0.3,0.1,0.02,0,0.03,0,1,32.1,0,7,0.35,110,4
"Apple-grape juice, baby food",46,0.1,11.34,10.9,0.1,0.2,0.04,0.009,0.059,0,0,31.5,0,6,0.39,90,0
"Apple-peach juice, baby food",43,0.2,10.5,9.59,0.1,0.1,0.018,0.002,0.031,0,3,58.5,0,3,0.56,97,0
"Apple-prune juice, baby food",72,0.2,18.1,10.58,0.1,0.1,0.018,0.006,0.031,0,1,67.5,0,9,0.95,148,8
"Grape juice, baby food",62,0,15.38,15.3,0,0,0,0,0,0,4,33.8,0,12,0.3,90,10
"Mixed fruit juice, not citrus, baby food",47,0.1,11.7,8.46,0.1,0.1,0.015,0.006,0.039,0,2,63.6,0,8,0.34,101,8
"Mixed fruit juice, not citrus, with added calcium, baby food",52,0.2,12.7,10.6,0.4,0.1,0.02,0.004,0.029,0,0,21.2,0,64,0.3,86,4
"Orange juice, baby food",45,0.6,10.2,8.26,0.1,0.3,0.035,0.05,0.06,0,3,62.5,0,12,0.17,184,0
"Orange-apple-banana juice, baby food",47,0.4,11.5,10.03,0.1,0.1,0.016,0.007,0.027,0,1,32.1,0,5,0.35,134,0
"Pear juice, baby food",43,0,11.86,7.28,0.1,0,0,0,0,0,0,33.8,0,12,0,130,8
"Apple-sweet potato juice, baby food",47,0.3,11.4,9.6,0.5,0.1,0.03,0.01,0.05,0,154,34.1,0,15,0.3,137,5
"Orange-carrot juice, baby food",43,0.5,9.9,8.4,0.4,0.1,0.01,0.01,0.03,0,94,34.1,0,16,0.2,174,10
"Banana juice with lowfat yogurt, baby food",86,2.5,17.54,13.28,0.4,0.8,0.517,0.219,0.022,3,6,33.9,0,79,0.2,160,37
"Mixed fruit juice with lowfat yogurt, baby food",74,2.4,14.68,10.8,0.4,0.8,0.517,0.219,0.022,3,5,33.9,0,81,0.2,137,36
"Fruit juice and water drink, with high vitamin C and added calcium, baby food",29,0,7.35,6.12,0,0,0,0.002,0.015,0,0,35.3,0,71,0,22,11
"Plums, baby food, NS as to strained or junior",72,0.1,20.1,13.49,1.2,0,0,0,0,0,6,1,0,6,0.21,84,0
"Plums, baby food, strained",71,0.1,19.7,13.34,1.2,0,0,0,0,0,7,1.1,0,6,0.2,85,0
"Plums, baby food, junior",74,0.1,20.5,13.64,1.2,0,0,0,0,0,5,0.8,0,6,0.22,83,0
"Plums, bananas, and rice, baby food strained",57,1.1,12.7,9.3,1.3,0.3,0.06,0.12,0.07,0,7,12.3,0,3,0,265,0
"Prunes with oatmeal, baby food, strained",69,0.6,18.5,10.97,2.7,0.1,0.008,0.066,0.022,0,23,0.8,0,15,0.35,177,5
"Apricots, baby food, NS as to strained or junior",62,0.3,16.8,1.4,1.5,0,0,0,0,0,36,19.8,0,8,0.28,123,0
"Apricots, baby food, strained",60,0.3,16.3,1.41,1.5,0,0,0,0,0,36,21.6,0,9,0.3,121,0
"Apricots, baby food, junior",63,0.3,17.3,1.4,1.5,0,0,0,0,0,36,17.9,0,8,0.27,125,0
"Bananas, baby food, NS as to strained or junior",62,0.4,16.55,3.74,1.6,0.15,0.056,0.014,0.028,0,2,21.2,0,6,0.25,98,0
"Bananas, baby food, junior",67,0.4,17.8,7.1,1.6,0.2,0.076,0.018,0.037,0,2,25.7,0,8,0.3,108,0
"Bananas and pineapple, baby food, NS as to strained or junior",66,0.2,18.1,9.57,1.6,0.05,0.018,0.004,0.01,0,2,20.2,0,7,0.18,73,0
"Bananas and pineapple, baby food, strained",65,0.2,17.8,10.73,1.6,0,0,0,0,0,3,19.2,0,7,0.23,68,0
"Bananas and pineapple, baby food, junior",68,0.2,18.4,8.41,1.6,0.1,0.036,0.009,0.02,0,2,21.2,0,7,0.13,78,0
"Bananas and strawberry, baby food, junior",109,0.71,25.78,19.29,1.4,0.37,0.121,0.036,0.084,0,3,12.9,0,0,0.14,395,1
"Fruit dessert, baby food, NS as to strained or junior",61,0.3,16.6,12.3,0.6,0,0,0,0,0,7,2.8,0,9,0.22,94,0
"Fruit dessert, baby food, strained",59,0.3,16,12.6,0.6,0,0,0,0,0,7,2.5,0,9,0.22,94,0
"Fruit dessert, baby food, junior",63,0.3,17.2,12,0.6,0,0,0,0,0,7,3,0,9,0.21,95,0
"Fruit Supreme dessert, baby food",73,0.5,17.18,14.87,2,0.2,0.03,0.025,0.068,0,3,12.7,0,6,0.17,129,1
"Apple yogurt dessert, baby food, strained",93,0.8,19.5,12.02,0.5,1.6,1.034,0.438,0.044,6,3,35.1,0,6,0,70,20
"Banana apple dessert, baby food, strained",68,0.3,16.3,14.66,1,0.2,0.058,0.018,0.047,0,2,12.3,0,3,0.1,71,7
"Blueberry yogurt dessert, baby food, strained",77,0.5,17.05,13.62,0.4,0.7,0.452,0.192,0.019,4,3,12.4,0,25,0.2,62,14
"Mixed fruit yogurt dessert, baby food, strained",75,0.8,16.23,11.74,0.4,0.8,0.517,0.219,0.022,0,5,11.7,0,28,0.2,62,16
"Cherry cobbler, baby food, junior",78,0.3,19.2,10.39,0.2,0.1,0.02,0.02,0.03,0,2,9.3,0,5,0.1,45,0
"Peach cobbler, baby food, NS as to strained or junior",66,0.3,18.05,11.26,0.7,0,0,0,0,0,7,20.5,0,4,0.1,55,4
"Peach cobbler, baby food, strained",65,0.3,17.8,10.62,0.7,0,0,0,0,0,7,20.5,0,4,0.1,54,7
"Peach cobbler, baby food, junior",67,0.3,18.3,11.89,0.7,0,0,0,0,0,7,20.5,0,4,0.1,56,0
"Banana pudding, baby food, strained",68,1,14.14,10.55,0.8,0.8,0.264,0.277,0.111,29,1,12,0.1,11,0.3,90,54
"Banana yogurt dessert, baby food, strained",78,1.1,17.35,12.2,0.5,0.52,0.37,0.12,0.03,1,3,13.9,0,30,0.14,100,14
"Cherry vanilla pudding, baby food, strained",68,0.2,18.1,13.06,0.3,0.25,0.072,0.088,0.044,10,18,1.1,0,5,0.18,34,0
"Dutch apple dessert, baby food, NS as to strained or junior",77,0.2,19.46,17.89,1.4,0.28,0.108,0.043,0.028,0,2,19.7,0,4,0.16,50,2
"Dutch apple dessert, baby food, strained",75,0.2,19.74,17.89,1.4,0.4,0.19,0.08,0.01,0,2,21.4,0,5,0.2,33,0
"Dutch apple dessert, baby food, junior",79,0.2,19.18,17.89,1.4,0.16,0.025,0.006,0.045,0,1,18,0,3,0.11,67,3
"Peach yogurt dessert, baby food, strained",77,0.9,17.6,11.11,0.4,0.18,0.117,0.048,0.005,4,1,11.7,0,27,0.4,102,14
"Pineapple dessert, baby food, strained",81,1.3,20.3,10.28,0.7,0.3,0.099,0.109,0.041,0,11,27.2,0,31,0.18,81,0
"Mango dessert, baby food",70,0.3,19,13,1.1,0.2,0.039,0.06,0.03,0,17,11.1,0,8,0.2,59,4
"Tutti-fruitti pudding, baby food, NS as to strained or junior",68,0.4,15.74,9.35,0.5,0.35,0.098,0.13,0.052,15,8,9.8,0,14,0.25,46,21
"Tutti-fruitti pudding, baby food, strained",66,0.4,15.48,9.29,0.6,0.3,0.087,0.113,0.043,15,7,12.4,0,15,0.2,46,25
"Tutti-fruitti pudding, baby food, junior",69,0.4,16,9.41,0.4,0.4,0.11,0.148,0.061,15,10,7.2,0,14,0.3,47,17
"Fruit flavored snack, baby food",347,0,86.68,57.4,0,0.02,0,0,0,0,0,8,0,12,0.24,54,89
"Yogurt and fruit snack, baby food",380,14.29,71.82,57.14,2.3,4,2.236,0.968,0.194,0,107,57.1,0.1,457,0,714,286
"Apples and chicken, baby food, strained",65,2.16,10.88,6.06,1.8,1.38,0.347,0.411,0.35,5,2,0.2,0,18,0.38,95,12
"Apples with ham, baby food, strained",62,2.6,10.9,7.98,1.8,0.9,0.25,0.36,0.111,8,0,0.1,0.1,4,0.3,120,9
"Apples and sweet potatoes, baby food, strained",64,0.3,15.3,11.6,1.4,0.22,0.041,0.008,0.079,0,103,6.4,0,8,0.2,149,3
"Potato, NFS",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, baked, NFS",93,1.95,21.45,1.69,1.5,0.1,0.026,0.002,0.043,0,0,12.7,0,5,0.35,389,181
"Potato, baked, peel not eaten",93,1.95,21.45,1.69,1.5,0.1,0.026,0.002,0.043,0,0,12.7,0,5,0.35,389,181
"Potato, boiled, NFS",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, boiled, ready-to-heat",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, boiled, from fresh, peel not eaten, NS as to fat",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, boiled, from fresh, peel not eaten, no added fat",93,1.95,21.46,1.69,1.5,0.1,0.026,0.002,0.043,0,0,12.7,0,5,0.35,389,159
"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, boiled, from fresh, peel not eaten, made with oil",130,1.86,20.45,1.61,1.4,4.84,0.673,1.989,1.995,0,0,12.1,0,5,0.34,371,152
"Potato, boiled, from fresh, peel not eaten, made with butter",122,1.9,20.45,1.62,1.4,3.94,2.461,0.999,0.185,10,32,12.1,0,6,0.33,372,182
"Potato, boiled, from fresh, peel not eaten, made with margarine",116,1.87,20.48,1.61,1.4,3.18,0.635,1.151,1.271,0,39,12.2,0.2,6,0.33,372,185
"Potato, boiled, from fresh, peel eaten, NS as to fat",125,2.39,20.08,1.12,2.1,4.27,1.21,1.525,1.32,3,18,9.1,0,15,1.03,508,172
"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",125,2.39,20.08,1.12,2.1,4.27,1.21,1.525,1.32,3,18,9.1,0,15,1.03,508,172
"Potato, boiled, from fresh,  peel eaten, no addded fat",93,2.49,21.07,1.18,2.2,0.13,0.034,0.003,0.057,0,1,9.6,0,15,1.08,533,164
"Potato, boiled, from fresh, peel eaten, made with oil",130,2.37,20.07,1.12,2.1,4.87,0.681,1.99,2.008,0,1,9.1,0,14,1.03,508,156
"Potato, boiled, from fresh, peel eaten, made with butter",122,2.41,20.07,1.12,2.1,3.97,2.469,1,0.198,10,33,9.1,0,16,1.03,509,187
"Potato, boiled, from fresh, peel eaten, made with margarine",116,2.38,20.1,1.12,2.1,3.21,0.642,1.152,1.284,0,40,9.1,0.2,15,1.02,509,189
"Potato, canned, NS as to fat",94,1.34,12.91,0.56,2.3,4.33,1.226,1.527,1.347,3,18,4.8,0,5,1.2,218,167
"Potato, canned, fat added, NS as to fat type",94,1.34,12.91,0.56,2.3,4.33,1.226,1.527,1.347,3,18,4.8,0,5,1.2,218,167
"Potato, canned, no added fat",60,1.39,13.55,0.59,2.4,0.2,0.051,0.005,0.085,0,0,5.1,0,5,1.25,228,159
"Potato, roasted, NFS",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, roasted, from fresh, peel eaten, NS as to fat",125,2.39,20.08,1.12,2.1,4.27,1.21,1.525,1.32,3,18,9.1,0,15,1.03,508,172
"Potato, roasted, from fresh, peel eaten, no added fat",93,2.49,21.07,1.18,2.2,0.13,0.034,0.003,0.057,0,1,9.6,0,15,1.08,533,164
"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",125,2.39,20.08,1.12,2.1,4.27,1.21,1.525,1.32,3,18,9.1,0,15,1.03,508,172
"Potato, roasted, from fresh, peel eaten, made with oil",130,2.37,20.07,1.12,2.1,4.87,0.681,1.99,2.008,0,1,9.1,0,14,1.03,508,156
"Potato, roasted, from fresh, peel eaten, made with butter",122,2.41,20.07,1.12,2.1,3.97,2.469,1,0.198,10,33,9.1,0,16,1.03,509,187
"Potato, roasted, from fresh, peel eaten, made with margarine",116,2.38,20.1,1.12,2.1,3.21,0.642,1.152,1.284,0,40,9.1,0.2,15,1.02,509,189
"Potato, roasted, from fresh, peel not eaten, NS as to fat",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Potato, roasted, from fresh, peel not eaten, no added fat",93,1.95,21.46,1.69,1.5,0.1,0.026,0.002,0.043,0,0,12.7,0,5,0.35,389,159
"Potato, roasted, from fresh, peel not eaten, made with oil",130,1.86,20.45,1.61,1.4,4.84,0.673,1.989,1.995,0,0,12.1,0,5,0.34,371,152
"Potato, roasted, from fresh, peel not eaten, made with butter",122,1.9,20.45,1.62,1.4,3.94,2.461,0.999,0.185,10,32,12.1,0,6,0.33,372,182
"Potato, roasted, from fresh, peel not eaten, made with margarine",116,1.87,20.48,1.61,1.4,3.18,0.635,1.151,1.271,0,39,12.2,0.2,6,0.33,372,185
"Potato, roasted, ready-to-heat",125,1.87,20.45,1.61,1.4,4.24,1.202,1.524,1.307,3,18,12.1,0,5,0.34,372,167
"Stewed potatoes, Puerto Rican style",114,2.1,18.76,1.24,1.9,3.72,0.778,2.341,0.439,2,3,11,0,12,0.39,327,299
"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",85,1.7,19.89,0.88,1.8,0.1,0.026,0.002,0.043,0,0,7.4,0,8,0.31,326,242
"Potato from Puerto Rican style stuffed pot roast, with gravy",74,2.46,14.45,0.64,1.3,0.93,0.438,0.353,0.057,1,0,4.7,0,7,0.45,238,235
"Potato from Puerto Rican beef stew, with gravy",74,2.46,14.45,0.64,1.3,0.93,0.438,0.353,0.057,1,0,4.7,0,7,0.45,238,235
"Potato from Puerto Rican chicken fricassee, with sauce",72,1.34,14.62,0.67,1.2,1.02,0.25,0.377,0.176,2,0,4.7,0,9,0.23,223,145
"Potato chips, NFS",532,6.39,53.83,0.33,3.1,33.98,3.4,18.963,8.282,0,0,21.6,0,21,1.28,1196,527
"Potato chips, plain",532,6.39,53.83,0.33,3.1,33.98,3.4,18.963,8.282,0,0,21.6,0,21,1.28,1196,527
"Potato chips, barbecue flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, sour cream and onion flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, cheese flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, other flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, ruffled, plain",532,6.39,53.83,0.33,3.1,33.98,3.4,18.963,8.282,0,0,21.6,0,21,1.28,1196,527
"Potato chips, ruffled, barbecue flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, ruffled, sour cream and onion flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, ruffled, cheese flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, ruffled, other flavored",487,6.51,55.92,5.47,3.8,31.06,4.002,13.221,12.207,0,20,62.4,0,32,1.36,1186,545
"Potato chips, restructured, plain",543,4.61,55.21,0.76,2.9,35.17,8.617,6.122,15.456,0,0,1.2,0,17,0.8,635,643
"Potato chips, restructured, flavored",542,4.59,55.05,0.76,2.9,35.07,8.591,6.103,15.41,0,0,1.2,0,17,0.8,633,757
"Potato chips, baked, plain",469,5,71.4,5.01,4.8,18.2,2.631,9.91,4.234,0,0,0,0,125,0.8,721,536
"Potato chips, baked, flavored",467,4.97,71.04,4.99,4.8,18.11,2.618,9.861,4.213,0,0,0,0,125,0.8,717,726
"Potato chips, reduced fat",482,7.03,67.13,0.22,6,20.59,4.119,4.752,10.832,0,0,25.4,0,21,1.34,1727,391
"Potato chips, fat free",482,7.03,67.13,0.22,6,20.59,4.119,4.752,10.832,0,0,25.4,0,21,1.34,1727,391
"Potato chips, restructured, reduced fat, lightly salted",502,4.56,64.76,0.63,3.2,26.14,6.759,4.553,12.201,0,0,12,0,29,1.11,760,450
"Potato chips, restructured, fat free",502,4.56,64.76,0.63,3.2,26.14,6.759,4.553,12.201,0,0,12,0,29,1.11,760,450
"Potato chips, unsalted",537,6.25,59.66,0.19,5.4,30.3,5.215,7.533,16.188,0,0,22.6,0,18,1.19,1535,7
"Potato chips, reduced fat, unsalted",487,7.1,67.8,0.22,6.1,20.8,4.16,4.8,10.94,0,0,25.7,0,21,1.35,1744,8
"Potato chips, lightly salted",559,6.71,53.43,0.34,4.2,35.32,5.479,14.908,12.391,0,0,27.2,0,24,1.43,1301,264
"Potato chips, restructured, lightly salted",559,6.71,53.43,0.34,4.2,35.32,5.479,14.908,12.391,0,0,27.2,0,24,1.43,1301,264
"Potato chips, popped, plain",469,5,71.4,5.01,4.8,18.2,2.631,9.91,4.234,0,0,0,0,125,0.8,721,536
"Potato chips, popped, flavored",467,4.97,71.04,4.99,4.8,18.11,2.618,9.861,4.213,0,0,0,0,125,0.8,717,726
"Potato chips, popped, NFS",469,5,71.4,5.01,4.8,18.2,2.631,9.91,4.234,0,0,0,0,125,0.8,721,536
"Potato sticks, plain",522,6.7,53.3,0.22,3.4,34.4,8.88,6.16,17.9,0,0,47.3,0,18,2.27,1237,633
"Potato sticks, flavored",517,6.63,52.77,0.22,3.4,34.06,8.792,6.099,17.723,0,0,46.8,0,18,2.25,1225,1010
"Potato sticks, fry shaped",517,6.63,52.77,0.22,3.4,34.06,8.792,6.099,17.723,0,0,46.8,0,18,2.25,1225,1010
Vegetable chips,495,4.72,59.2,6.9,7.8,26.56,1.824,14.988,6.766,0,53,8.5,0,66,1.6,1052,329
"Potato, scalloped, NFS",167,7.12,13.5,2.12,0.8,9.57,5.272,2.198,0.546,27,99,6.3,0.4,191,0.28,251,323
"Potato, scalloped, from fast food or restaurant",205,6.65,12.97,1.94,0.7,14.29,7.833,3.676,1.12,37,132,5.9,0.2,175,0.31,229,413
"Potato, scalloped, from fresh",167,7.12,13.5,2.12,0.8,9.57,5.272,2.198,0.546,27,99,6.3,0.4,191,0.28,251,323
"Potato, scalloped, from fresh, with meat",172,7.44,12.87,2.07,0.7,10.29,5.559,2.472,0.709,29,105,6,0.5,182,0.29,250,360
"Potato, scalloped, from dry mix",168,6.9,13.53,2.21,0.8,9.72,5.304,2.276,0.628,27,102,5.9,0.5,185,0.3,242,416
"Potato, scalloped, from dry mix, with meat",166,7.29,13.1,2.18,0.7,9.53,5.166,2.266,0.625,28,99,5.7,0.5,178,0.32,245,444
"Potato, scalloped, ready-to-heat",177,6.79,13.3,2.17,0.7,10.9,5.86,2.639,0.838,28,114,5.8,0.5,182,0.3,238,403
"Potato, scalloped, ready-to-heat, with meat",181,7.09,12.72,2.12,0.7,11.5,6.096,2.871,0.974,31,118,5.5,0.5,174,0.31,238,434
"Potato, french fries, NFS",224,2.5,23.23,0.34,1.8,14.07,2.014,5.511,5.11,0,0,7.8,0,11,0.53,435,295
"Potato, french fries, NS as to fresh or frozen",224,2.5,23.23,0.34,1.8,14.07,2.014,5.511,5.11,0,0,7.8,0,11,0.53,435,295
"Potato, french fries, from fresh, fried",196,1.93,18.5,1.25,1.6,13.1,1.804,5.446,5.397,0,0,9.7,0,9,0.64,401,141
"Potato, french fries, from fresh, baked",164,2.02,19.34,1.3,1.7,9.16,1.266,3.796,3.776,0,0,10.1,0,9,0.66,419,147
"Potato, french fries, from frozen, baked",158,2.75,25.55,0.37,2,5.48,0.848,1.874,1.502,0,0,8.6,0,12,0.57,478,324
"Potato, french fries, fast food",312,3.43,41.44,0.3,3.8,14.73,2.336,5.969,5.398,0,0,4.7,0,18,0.81,579,210
"Potato, french fries, restaurant",289,3.49,37.2,0.28,3.9,14.04,2.489,3.358,6.608,1,0,1.1,0,17,0.91,545,357
"Potato, french fries, from frozen, fried",224,2.5,23.23,0.34,1.8,14.07,2.014,5.511,5.11,0,0,7.8,0,11,0.53,435,295
"Potato, french fries, school",164,2.02,19.34,1.3,1.7,9.16,1.266,3.796,3.776,0,0,10.1,0,9,0.66,419,147
"Potato, french fries, with cheese, fast food / restaurant",259,3.36,29.69,0.3,2.6,14.13,2.601,5.655,5.03,3,7,3.1,0,37,0.71,386,363
"Potato, french fries, with cheese, school",180,4.55,17.67,1.2,1.5,10.29,2.4,3.947,3.488,8,15,9.1,0,84,0.61,384,195
"Potato, french fries, with chili, fast food / restaurant",241,4.25,31.58,0.85,3.6,10.81,1.959,4.384,3.66,3,8,3.1,0,23,0.99,469,293
"Potato, french fries, with chili and cheese, fast food / restaurant",220,3.99,25.41,0.7,2.8,11.38,2.253,4.56,3.835,4,11,2.3,0,36,0.87,355,385
"Potato, french fries, with cheese",259,3.36,29.69,0.3,2.6,14.13,2.601,5.655,5.03,3,7,3.1,0,37,0.71,386,363
"Potato, french fries, with chili and cheese",220,3.99,25.41,0.7,2.8,11.38,2.253,4.56,3.835,4,11,2.3,0,36,0.87,355,385
"Potato, french fries, with chili",241,4.25,31.58,0.85,3.6,10.81,1.959,4.384,3.66,3,8,3.1,0,23,0.99,469,293
"Potato, home fries, NFS",195,1.92,18.4,1.24,1.6,13.03,1.794,5.418,5.369,0,0,9.7,0,9,0.64,399,340
"Potato, home fries, from restaurant / fast food",213,1.87,17.91,1.21,1.6,15.2,4.959,4.698,4.846,0,0,9.4,0,9,0.61,388,396
"Potato, home fries, from fresh",183,1.96,18.76,1.26,1.6,11.52,1.589,4.786,4.749,0,0,9.8,0,9,0.65,407,279
"Potato, home fries, ready-to-heat",195,1.92,18.4,1.24,1.6,13.03,1.794,5.418,5.369,0,0,9.7,0,9,0.64,399,340
"Potato, home fries, with vegetables",171,1.73,15.6,1.84,1.6,11.77,1.623,4.884,4.852,0,5,21,0,11,0.59,346,382
"Potato, hash brown, NFS",217,2.62,28.23,0.27,3.2,11.48,0.925,7.223,2.757,0,0,6.6,0,17,0.54,491,398
"Potato, hash brown, from fast food",272,2.58,28.88,0.56,2.7,17.04,2.54,7.827,5.665,0,0,5.4,0,19,0.6,355,566
"Potato, hash brown, from fast food, with cheese",295,6.03,24.47,0.52,2.2,19.87,5.317,7.762,4.917,17,53,4.5,0.1,134,0.53,309,581
"Potato, hash brown, from restaurant",272,2.58,28.88,0.56,2.7,17.04,2.54,7.827,5.665,0,0,5.4,0,19,0.6,355,566
"Potato, hash brown, from restaurant, with cheese",295,6.03,24.47,0.52,2.2,19.87,5.317,7.762,4.917,17,53,4.5,0.1,134,0.53,309,581
"Potato, hash brown, from school lunch",218,2.64,28.4,0.27,3.2,11.54,0.93,7.266,2.774,0,0,6.7,0,17,0.54,494,169
"Potato, hash brown, from fresh",189,1.94,18.57,1.25,1.6,12.27,1.691,5.101,5.058,0,0,9.7,0,9,0.64,403,343
"Potato, hash brown, from fresh, with cheese",221,5.1,16.18,1.12,1.4,15.49,4.285,5.447,4.483,15,47,8.3,0.1,113,0.57,354,389
"Potato, hash brown, from dry mix",217,2.62,28.23,0.27,3.2,11.48,0.925,7.223,2.757,0,0,6.6,0,17,0.54,491,398
"Potato, hash brown, ready-to-heat",217,2.62,28.23,0.27,3.2,11.48,0.925,7.223,2.757,0,0,6.6,0,17,0.54,491,398
"Potato, hash brown, ready-to-heat, with cheese",248,6.04,23.96,0.28,2.6,15.2,3.945,7.259,2.497,17,52,5.5,0.1,131,0.47,423,440
